Price,Close,High,Low,Open,Volume
Ticker,LIT,LIT,LIT,LIT,LIT
Date,,,,,
2018-01-02,36.40457534790039,36.40457534790039,36.00079506309213,36.12009513614364,510600
2018-01-03,36.59729766845703,36.74412720420973,36.358697484926225,36.60647298288871,836300
2018-01-04,36.56058883666992,36.91848560566786,36.48717231959741,36.71659368441068,697300
2018-01-05,37.16626739501953,37.16626739501953,36.86342946183868,36.92767067550449,671300
2018-01-08,37.69852066040039,37.77193367739207,37.38650746162823,37.48744992240525,1145400
2018-01-09,37.49662399291992,37.79945833831709,37.44156161162417,37.75357477091652,844800
2018-01-10,36.99189758300781,37.33144018106816,36.890951634767546,37.23967304668162,645100
2018-01-11,37.120384216308594,37.120384216308594,36.78084151539053,37.01026292154733,463100
2018-01-12,37.32225799560547,37.432382747751035,37.12954493038792,37.33143680863,517300
2018-01-16,36.551414489746094,37.81781793653337,36.340343747922574,37.6801672144177,1393100
2018-01-17,36.67070388793945,36.82671220989514,36.36786955814207,36.82671220989514,866100
2018-01-18,35.29417419433594,35.5419496341619,34.90874806617873,35.51442019663394,2011900
2018-01-19,35.01887512207031,35.413480128611575,34.92710798130389,35.413480128611575,891400
2018-01-22,34.890403747558594,35.018879159721514,34.7527495198455,35.00052502931361,996800
2018-01-23,35.128997802734375,35.30336027816591,35.0188765292512,35.083114230507405,677700
2018-01-24,35.184059143066406,35.51442645437938,34.972991916548025,35.40430518417241,683000
2018-01-25,35.468544006347656,35.72549481186225,35.19323557107668,35.285006216397726,688600
2018-01-26,35.4043083190918,35.66125913922412,35.275829408333266,35.66125913922412,581400
2018-01-29,35.11981964111328,35.42265399381177,34.96381130735985,35.40430336696255,822000
2018-01-30,34.569210052490234,34.954639771119005,34.34896749958145,34.87204793860514,968200
2018-01-31,34.449920654296875,34.716050336927175,34.22049923837965,34.688517386545875,603700
2018-02-01,33.85341262817383,34.41320126214881,33.77999961917434,34.32143412572649,1173700
2018-02-02,32.531951904296875,33.63317521219248,32.44018125323501,33.431283280548776,1719300
2018-02-05,31.35730743408203,32.71548486322272,30.97188125874969,31.68767472761939,1521700
2018-02-06,32.091461181640625,32.348411986417624,30.329503304148165,30.59563292377701,1260300
2018-02-07,32.25664520263672,32.752192688718736,32.18322868576993,32.29334996037791,646800
2018-02-08,31.293071746826172,32.42182790576181,31.265542304161627,32.42182790576181,717200
2018-02-09,31.6601505279541,31.889571908591453,30.71493555994981,31.494966853839816,731000
2018-02-12,32.596187591552734,32.779725381620615,32.03639890715717,32.2933497128369,791400
2018-02-13,32.458534240722656,32.899022848234715,32.23829168731276,32.899022848234715,477500
2018-02-14,33.22021484375,33.24774428773589,32.118991575315036,32.28417524061489,558700
2018-02-15,33.73411560058594,33.76164854455571,33.275272875601026,33.62399432678337,862300
2018-02-16,33.275272369384766,33.70658564453051,33.266097055329205,33.70658564453051,367300
2018-02-20,33.14680480957031,33.43128862227899,33.03668351139303,33.22022134215047,579100
2018-02-21,33.0091438293457,33.55057833685693,32.999965015272096,33.33033230808462,393000
2018-02-22,33.431278228759766,33.62399131583028,33.18350275937259,33.302802837379424,329200
2018-02-23,34.16543197631836,34.19296142208903,33.50469727228239,33.74329747126982,352500
2018-02-26,32.999969482421875,33.89930084532367,32.60536444044455,33.89930084532367,1717800
2018-02-27,32.68795394897461,33.25692143455109,32.65124919239878,33.201859048649204,598000
2018-02-28,31.403196334838867,33.04585058355208,31.30225037807098,33.03667526961504,1051800
2018-03-01,30.779170989990234,31.559202226187733,30.44880366619622,31.53167278276896,857100
2018-03-02,30.852581024169922,30.861759838217193,29.971603912991853,30.49468429154707,776300
2018-03-05,30.84341049194336,30.91682351224224,30.31115121683377,30.45798075812393,435700
2018-03-06,31.577558517456055,31.706033929796522,31.338961823208393,31.430728974682317,476000
2018-03-07,31.540851593017578,31.5775598554395,31.09118763077308,31.265546626238333,275900
2018-03-08,31.78862762451172,31.935457175867953,31.58673567863716,31.715214599179923,835600
2018-03-09,32.57783508300781,32.59618921299681,31.935454536162148,32.21993829995315,660600
2018-03-12,32.816429138183594,32.90819978076463,32.669599610746005,32.889845652248425,631300
2018-03-13,32.73383712768555,33.155975079820365,32.70630768541077,33.12844213685354,468400
2018-03-14,32.77054214477539,33.247738934283475,32.687950325424154,33.22938480768412,278200
2018-03-15,32.660423278808594,33.137620103279545,32.605360894976265,33.07338240582115,277900
2018-03-16,32.56865692138672,32.623715805848434,32.440178022694624,32.623715805848434,259500
2018-03-19,31.834503173828125,32.339232911214694,31.623435965780907,32.3116999705534,636700
2018-03-20,31.715208053588867,32.04557185043828,31.650970356921597,32.04557185043828,240900
2018-03-21,31.944629669189453,32.13734276082107,31.586729426698227,31.73356244968454,222600
2018-03-22,31.109539031982422,31.706032490877043,31.072830772781813,31.632619473168106,257800
2018-03-23,30.47633171081543,31.036120372585255,30.39373988365772,30.953528545427545,432800
2018-03-26,30.935178756713867,30.94435757251458,30.485514801869666,30.880119864679695,344200
2018-03-27,30.540571212768555,31.17377642525976,30.347858104920032,31.16459761020474,271900
2018-03-28,29.861486434936523,30.23773734266101,29.65041919408545,30.118437249765254,848700
2018-03-29,30.26526641845703,30.375387694801244,29.641240018019378,29.83395312679482,351000
2018-04-02,29.531118392944336,30.23773661746881,29.301697027865956,30.201028358890134,394800
2018-04-03,29.751361846923828,29.806424236464714,29.292520853172885,29.540294604722238,478800
2018-04-04,29.861486434936523,29.861486434936523,28.907092693155093,28.980507461727036,687200
2018-04-05,30.43962860107422,30.540574573634682,29.824780951031567,29.83395626640405,573800
2018-04-06,30.008312225341797,30.558922045710986,29.843128579092667,30.25608769471549,210800
2018-04-09,29.907367706298828,30.274443271242976,29.89819239248664,30.118434930899504,291400
2018-04-10,30.38456153869629,30.549745176533122,30.16431552134995,30.16431552134995,300600
2018-04-11,30.31114959716797,30.402920243503335,29.962431643170206,30.182674192990664,229200
2018-04-12,30.540571212768555,30.678225433055925,30.338682790557254,30.430449936954005,511400
2018-04-13,30.659875869750977,30.9076514027536,30.52222162896304,30.852589006299873,227100
2018-04-16,30.632341384887695,30.696579086507832,30.439624779335098,30.678224957374624,316100
2018-04-17,30.669052124023438,30.870944083172695,30.558930828438783,30.76082278758804,375600
2018-04-18,31.072832107543945,31.192132204724427,30.779173022709244,30.88929430434915,357500
2018-04-19,31.146236419677734,31.32977417155395,30.925993917979426,31.2196529207048,177000
