Price,Close,High,Low,Open,Volume
Ticker,KARS,KARS,KARS,KARS,KARS
Date,,,,,
2018-01-25,21.997934341430664,22.200476972391055,21.971516759789804,22.156446549887647,60800
2018-01-26,22.1828670501709,22.20928463328727,22.041967674706743,22.20928463328727,42100
2018-01-29,22.174060821533203,22.200478404878663,22.011146232174983,22.165254400533698,38900
2018-01-30,21.90106773376465,21.9803221607205,21.839422788894318,21.9803221607205,37200
2018-01-31,21.79538917541504,22.00938029601174,21.79538917541504,21.953901365435225,34200
2018-02-01,21.751359939575195,21.838540641030335,21.742553519689846,21.786583939463753,29300
2018-02-02,21.29343605041504,21.68971486486286,21.178954272273586,21.68971486486286,63300
2018-02-05,20.879545211791992,21.29343859501422,20.835514787031475,21.29343859501422,49500
2018-02-06,20.553714752197266,20.862812883344816,20.368783284529957,20.404008965858182,28500
2018-02-07,20.756258010864258,21.038056751431395,20.756258010864258,20.879544539949134,27100
2018-02-08,20.254304885864258,21.073283569558914,20.254304885864258,21.073283569558914,33800
2018-02-09,20.453323364257812,20.509684117868925,19.946084980022388,20.35997833307963,49700
2018-02-12,20.92357635498047,20.949995616414906,20.601267748161586,20.747451304723477,32500
2018-02-13,20.879545211791992,20.914770895322835,20.765065099622824,20.80029078315367,38100
2018-02-14,21.14373207092285,21.289915629164433,20.74745154311772,20.74745154311772,18800
2018-02-15,21.460756301879883,21.5893270178168,21.324259303596317,21.504786724731115,23600
2018-02-16,21.575237274169922,21.69764366862958,21.473965953829122,21.557624432462035,20200
2018-02-20,21.47836685180664,21.579638165203967,21.275824225011984,21.30224348576243,15100
2018-02-21,21.355079650878906,21.575235111197244,21.355079650878906,21.540009431312935,11600
2018-02-22,21.346275329589844,21.543535461099516,21.346275329589844,21.443144279142604,42700
2018-02-23,21.531204223632812,21.619265062126384,21.49597854451312,21.575234642879597,3400
2018-02-26,21.848230361938477,21.9679946663422,21.716137403841035,21.892262467739688,28700
2018-02-27,21.311052322387695,21.892262687575258,21.311052322387695,21.892262687575258,24000
2018-02-28,21.29343605041504,21.742553383844843,21.29343605041504,21.742553383844843,8300
2018-03-01,21.02044677734375,21.36388880185458,20.74745276230137,21.36388880185458,23800
2018-03-02,21.178955078125,21.178955078125,20.769465778524346,20.78267624859891,7900
2018-03-05,21.214181900024414,21.222988320663575,20.887470916819403,21.07328252910382,19000
2018-03-06,21.52239990234375,21.62807359070063,21.39911169305673,21.425530954972448,23500
2018-03-07,21.513593673706055,21.522400094423222,21.311051036170255,21.3991118840359,23000
2018-03-08,21.44314193725586,21.504785196728765,21.240599319086922,21.469559517228333,20300
2018-03-09,21.872882843017578,21.872882843017578,21.792746611690667,21.792746611690667,2500
2018-03-12,22.200477600097656,22.200477600097656,22.00674138409075,22.00674138409075,15700
2018-03-13,21.777780532836914,22.2885411992882,21.764571741007693,22.20047866790286,8500
2018-03-14,21.83942222595215,21.918678330518063,21.77777896232376,21.918678330518063,9500
2018-03-15,21.83942222595215,22.06838411918113,21.83942222595215,22.015547276021504,5300
2018-03-16,21.86848258972168,21.92748375656842,21.85439198168008,21.92748375656842,7200
2018-03-19,21.540010452270508,21.839422026867243,21.407917505749108,21.839422026867243,18600
2018-03-20,21.610464096069336,21.64568810168775,21.522401562543617,21.60165767475145,13100
2018-03-21,21.628070831298828,21.724939766311177,21.513590736909233,21.5488147353165,10100
2018-03-22,21.170150756835938,21.487173490804093,21.143731495816535,21.487173490804093,16600
2018-03-23,20.536102294921875,20.96760682133078,20.536102294921875,20.958800400834317,25600
2018-03-26,21.082090377807617,21.108507961861587,20.773872353170784,21.09089679904331,13100
2018-03-27,20.756258010864258,21.27582506865479,20.733362661028345,21.27582506865479,4900
2018-03-28,20.27191734313965,20.76066278572048,20.27191734313965,20.59774651842484,5200
2018-03-29,20.729841232299805,20.729841232299805,20.43395187137313,20.615359439723466,1600
2018-04-02,20.38551902770996,20.809097327048253,20.289531887183333,20.809097327048253,9900
2018-04-03,20.402246475219727,20.45068094595018,20.263109068786857,20.263109068786857,2800
2018-04-04,20.668193817138672,20.721032336472057,20.245495740388694,20.245495740388694,11600
2018-04-05,20.782678604125977,21.002834094255164,20.69637802823763,21.002834094255164,6200
2018-04-06,20.465652465820312,20.68580793771552,20.359978779916265,20.60655183346101,7500
2018-04-09,20.421619415283203,20.779151976565853,20.421619415283203,20.65058127814791,1000
2018-04-10,20.958797454833984,20.958797454833984,20.823182293487246,20.853123783036008,3000
2018-04-11,20.92357635498047,20.98962198908712,20.606551936379066,20.606551936379066,11900
2018-04-12,21.011640548706055,21.03805813258543,20.90596517422927,20.90596517422927,6600
2018-04-13,20.958797454833984,21.126116061442296,20.931498059028083,21.126116061442296,19700
2018-04-16,20.949996948242188,20.949996948242188,20.765065465750634,20.765065465750634,3700
2018-04-17,21.029251098632812,21.09265632147131,20.84432129825351,20.854887995566738,6900
2018-04-18,21.046863555908203,21.064476397428137,20.989622660794918,20.989622660794918,5800
2018-04-19,20.82670783996582,21.0028328938642,20.65146460389056,21.0028328938642,17100
2018-04-20,20.45684814453125,20.5977475266301,20.395204874819644,20.5977475266301,8200
2018-04-23,20.183853149414062,20.368782934248202,20.183853149414062,20.34236535335927,56100
2018-04-24,20.01653480529785,20.359978478534508,20.01653480529785,20.16624059115667,13800
2018-04-25,20.007728576660156,20.034147837824655,19.902054891308048,20.02534141743649,2900
2018-04-26,20.060564041137695,20.201463386565045,20.03414478400031,20.201463386565045,1500
2018-04-27,20.170644760131836,20.219077552609097,20.00772850302972,20.00772850302972,1200
2018-04-30,20.14862632751465,20.358215084775566,20.13101516780379,20.245495264362017,5100
2018-05-01,20.159196853637695,20.166241318273563,20.034148368259594,20.166241318273563,6200
2018-05-02,20.27191734313965,20.342367030740746,20.24461794222458,20.33356060983398,3300
2018-05-03,20.219078063964844,20.311544640212382,20.039432459053412,20.17504764072543,5200
2018-05-04,20.43042755126953,20.4568451317392,19.85802200618449,19.85802200618449,1600
2018-05-07,20.59774398803711,20.6593872471587,20.59774398803711,20.6593872471587,2600
2018-05-08,20.608314514160156,20.62416539963791,20.53610287185226,20.544909292596127,29500
2018-05-09,20.677000045776367,20.738643304775632,20.59774394716222,20.738643304775632,5500
2018-05-10,20.905963897705078,20.905963897705078,20.596865755757108,20.888351056425545,13100
2018-05-11,20.89715576171875,20.985218281234804,20.837274457797886,20.92357502146942,6100
2018-05-14,20.976411819458008,21.09089359849628,20.924455117809032,21.02924865920106,5700
